ID,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Type_of_order,multiple_deliveries,Festival,City,Time_taken_min
0x7dc4,24/03/2022,15:30:00,15:35:00,Sunny,Medium,Drinks,0,No,Metropolitian,18
0x5d38,29/03/2022,18:30:00,18:45:00,Sunny,Medium,Meal,1,No,Metropolitian,22
0x5ade,20/03/2022,22:40:00,22:45:00,Windy,Low,Drinks,1,No,Urban,13
0xe16e,11/02/2022,15:45:00,15:50:00,Sandstorms,Medium,Meal,1,No,Metropolitian,28
0xe18b,17/02/2022,19:45:00,19:55:00,Sandstorms,Jam,Drinks,1,No,Metropolitian,34
0x4fb1,04/04/2022,20:00:00,20:05:00,Stormy,Jam,Meal,0,No,Metropolitian,27
0x90be,05/03/2022,23:35:00,23:50:00,Cloudy,Low,Snack,0,No,Metropolitian,10
0x1aee,08/03/2022,18:25:00,18:30:00,Sunny,Medium,Meal,0,No,Urban,18
0xc8c2,13/02/2022,10:50:00,10:55:00,Windy,Low,Buffet,1,No,Urban,11
0xa4d3,13/03/2022,08:50:00,09:00:00,Sunny,Low,Drinks,0,No,Urban,13
0x8544,10/03/2022,20:10:00,20:25:00,Fog,Jam,Meal,1,No,Metropolitian,44
0xcbd3,18/02/2022,23:10:00,23:15:00,Sandstorms,Low,Buffet,0,No,Urban,19
0x53f0,12/03/2022,22:15:00,22:30:00,Windy,Low,Snack,1,No,Metropolitian,20
0xceb5,11/02/2022,21:40:00,21:50:00,Windy,Jam,Buffet,1,No,Metropolitian,33
0x22de,08/03/2022,19:10:00,19:15:00,Fog,Jam,Drinks,1,No,Metropolitian,43
0x7b53,03/04/2022,10:50:00,11:05:00,Cloudy,Low,Snack,0,No,Metropolitian,17
0x9425,13/03/2022,22:10:00,22:15:00,Sandstorms,Low,Drinks,1,No,Metropolitian,25
0xbc02,13/03/2022,22:40:00,22:50:00,Stormy,Low,Snack,0,No,Metropolitian,13
0xc872,17/02/2022,14:45:00,14:50:00,Fog,High,Snack,1,No,Urban,22
0xed5,21/03/2022,11:35:00,11:45:00,Sandstorms,High,Drinks,0,No,Metropolitian,19
0x219e,29/03/2022,21:15:00,21:20:00,Windy,Jam,Buffet,1,No,Metropolitian,44
0x7d66,05/04/2022,21:00:00,21:15:00,Sunny,Jam,Buffet,1,No,Metropolitian,24
0xcb08,14/02/2022,20:30:00,20:35:00,Windy,Jam,Snack,1,No,Urban,36
0x33b4,02/03/2022,23:55:00,00:00:00,Sunny,Low,Snack,1,No,Metropolitian,26
0x6021,16/03/2022,21:10:00,21:25:00,Sunny,Jam,Snack,1,No,Metropolitian,26
0x2a9a,24/03/2022,18:15:00,18:20:00,Stormy,Medium,Buffet,1,No,Metropolitian,32
0xdffb,13/02/2022,08:50:00,09:00:00,Fog,Low,Drinks,0,No,Metropolitian,16
0xc8dc,17/02/2022,09:00:00,09:10:00,Windy,Low,Snack,0,No,Metropolitian,17
0xbcad,19/03/2022,21:25:00,21:40:00,Stormy,Jam,Meal,1,No,Metropolitian,20
0x5ed5,10/03/2022,17:55:00,18:05:00,Fog,Medium,Drinks,0,No,Metropolitian,32
0x2acd,13/03/2022,11:30:00,11:35:00,Windy,High,Buffet,1,No,Metropolitian,31
0x16fd,03/03/2022,19:35:00,19:50:00,Fog,Jam,Meal,1,No,Metropolitian,32
0x4ddd,13/03/2022,21:15:00,21:30:00,Cloudy,Jam,Snack,1,No,Metropolitian,27
0x31e5,08/03/2022,22:40:00,22:45:00,Cloudy,Low,Buffet,1,No,Urban,28
0xa9bb,30/03/2022,22:45:00,23:00:00,Sandstorms,Low,Buffet,1,No,Metropolitian,24
0x6094,05/03/2022,17:50:00,18:00:00,Windy,Medium,Buffet,1,No,Urban,28
0x19cd,24/03/2022,14:35:00,14:45:00,Windy,High,Buffet,1,No,Metropolitian,28
0xc11,23/03/2022,21:00:00,21:05:00,Sunny,Jam,Buffet,1,No,Metropolitian,22
0x34b8,04/03/2022,20:30:00,20:35:00,Sandstorms,Jam,Snack,2,No,Metropolitian,40
0x7f66,27/03/2022,18:15:00,18:20:00,Sandstorms,Medium,Meal,1,No,Metropolitian,31
0x166b,16/03/2022,17:25:00,17:40:00,Fog,Medium,Meal,1,No,Urban,35
0x14a6,03/03/2022,13:25:00,13:30:00,Sandstorms,High,Buffet,1,No,Metropolitian,26
0xa38d,07/03/2022,11:45:00,11:50:00,Fog,High,Snack,1,No,Urban,20
0x6da8,19/03/2022,13:45:00,14:00:00,Sandstorms,High,Meal,1,No,Urban,28
0xa0ff,05/03/2022,22:30:00,22:40:00,Stormy,Low,Buffet,0,No,Metropolitian,12
0xd649,13/02/2022,16:55:00,17:00:00,Stormy,Medium,Drinks,1,No,Metropolitian,26
0x5c9c,10/03/2022,18:50:00,19:00:00,Cloudy,Medium,Meal,1,No,Urban,38
0x75c5,25/03/2022,18:15:00,18:20:00,Cloudy,Medium,Meal,1,No,Metropolitian,31
0xd50a,17/02/2022,20:35:00,20:40:00,Sunny,Jam,Drinks,0,No,Urban,22
0xa996,09/03/2022,14:35:00,14:45:00,Stormy,High,Buffet,1,No,Urban,24
0x9986,08/03/2022,18:50:00,18:55:00,Sandstorms,Medium,Drinks,0,No,Metropolitian,45
0x153e,25/03/2022,22:10:00,22:20:00,Sunny,Low,Meal,1,No,Metropolitian,29
0x6d25,03/04/2022,18:45:00,18:50:00,Cloudy,Medium,Snack,1,No,Urban,17
0x79a3,07/03/2022,20:45:00,20:55:00,Fog,Jam,Meal,0,No,Metropolitian,36
0x200a,10/03/2022,22:55:00,23:05:00,Windy,Low,Drinks,1,No,Urban,13
0xa119,18/03/2022,17:40:00,17:55:00,Fog,Medium,Meal,1,Yes,Metropolitian,39
0xd120,18/02/2022,17:35:00,17:45:00,Fog,Medium,Drinks,1,No,Metropolitian,30
0x9d0e,19/03/2022,17:50:00,18:05:00,Windy,Medium,Meal,0,No,Metropolitian,27
0x5646,11/03/2022,18:55:00,19:05:00,Fog,Medium,Snack,0,No,Metropolitian,22
0xb0b,12/03/2022,21:55:00,22:05:00,Sunny,Jam,Meal,1,No,Metropolitian,36
0x1935,01/04/2022,09:50:00,10:00:00,Windy,Low,Meal,0,No,Metropolitian,23
0xc7d5,16/02/2022,17:10:00,17:25:00,Cloudy,Medium,Snack,0,No,Metropolitian,41
0x7998,05/03/2022,20:50:00,21:05:00,Windy,Jam,Buffet,1,No,Metropolitian,30
0x595e,18/03/2022,22:30:00,22:40:00,Sandstorms,Low,Snack,0,No,Metropolitian,26
0x8d6a,12/03/2022,23:30:00,23:40:00,Cloudy,Low,Drinks,1,No,Metropolitian,30
0x4bd0,06/04/2022,21:10:00,21:15:00,Windy,Jam,Drinks,0,No,Metropolitian,22
0x8c3f,25/03/2022,22:55:00,23:00:00,Windy,Low,Buffet,1,No,Metropolitian,20
0xb36,16/03/2022,17:50:00,17:55:00,Windy,Medium,Meal,1,No,Metropolitian,23
0xc676,17/02/2022,16:35:00,16:40:00,Sunny,Medium,Snack,1,No,Metropolitian,21
0xbb8d,14/03/2022,19:20:00,19:35:00,Stormy,Jam,Snack,2,No,Urban,43
0xd511,16/02/2022,23:55:00,00:05:00,Cloudy,Low,Buffet,0,No,Metropolitian,32
0xc0f5,14/02/2022,23:40:00,23:45:00,Fog,Low,Drinks,1,No,Metropolitian,27
0x51e0,01/03/2022,11:45:00,12:00:00,Sunny,High,Meal,1,No,Metropolitian,21
0xa3a2,06/04/2022,23:45:00,23:55:00,Windy,Low,Buffet,0,No,Metropolitian,20
0x3bd5,08/03/2022,21:30:00,21:45:00,Sunny,Jam,Drinks,1,No,Metropolitian,13
0x30ec,29/03/2022,20:25:00,20:40:00,Cloudy,Jam,Drinks,1,No,Metropolitian,42
0x3399,09/03/2022,09:25:00,09:40:00,Stormy,Low,Snack,0,No,Metropolitian,11
0x7f18,28/03/2022,21:55:00,22:05:00,Sandstorms,Jam,Meal,1,No,Urban,18
0x1b0f,05/03/2022,14:55:00,15:05:00,Cloudy,High,Drinks,1,No,Metropolitian,34
0xad01,01/04/2022,11:00:00,11:10:00,Fog,Low,Drinks,1,No,Urban,14
0xccfd,18/02/2022,23:45:00,00:00:00,Stormy,Low,Snack,1,No,Metropolitian,26
0xbcac,08/03/2022,19:00:00,19:10:00,Sandstorms,Medium,Snack,2,No,Metropolitian,37
0x3e15,12/03/2022,18:30:00,18:35:00,Fog,Medium,Drinks,1,No,Metropolitian,39
0xafc3,03/03/2022,09:20:00,09:35:00,Stormy,Low,Snack,1,No,Metropolitian,13
0x8ab4,30/03/2022,13:30:00,13:45:00,Sandstorms,High,Snack,0,No,Metropolitian,48
0xc0f2,15/02/2022,19:20:00,19:35:00,Sunny,Jam,Meal,1,No,Metropolitian,29
0x9a2c,23/03/2022,17:20:00,17:30:00,Windy,Medium,Drinks,1,No,Metropolitian,33
0x4492,08/03/2022,20:00:00,20:15:00,Fog,Jam,Buffet,1,No,Metropolitian,36
0x9bc0,26/03/2022,11:30:00,11:45:00,Fog,High,Meal,0,No,Metropolitian,34
0x6979,17/03/2022,10:30:00,10:35:00,Stormy,Low,Drinks,1,No,Urban,17
0x1db9,19/03/2022,15:10:00,15:20:00,Sandstorms,Medium,Snack,1,No,Metropolitian,27
0x27f7,25/03/2022,20:10:00,20:20:00,Windy,Jam,Snack,1,No,Metropolitian,19
0x8fdf,11/03/2022,11:35:00,11:45:00,Cloudy,High,Buffet,1,No,Urban,36
0x2a0a,30/03/2022,19:00:00,19:10:00,Cloudy,Medium,Buffet,1,No,Metropolitian,18
0xdb9f,15/02/2022,10:15:00,10:30:00,Sandstorms,Low,Meal,0,No,Metropolitian,20
0x71d6,23/03/2022,17:45:00,17:50:00,Cloudy,Medium,Drinks,1,No,Metropolitian,31
0x92d1,04/03/2022,23:00:00,23:15:00,Cloudy,Low,Buffet,1,No,Metropolitian,24
0xdd74,13/02/2022,21:50:00,21:55:00,Fog,Jam,Drinks,1,No,Metropolitian,28
0xcdb4,16/02/2022,22:30:00,22:40:00,Fog,Low,Drinks,0,No,Metropolitian,22
0xd87b,12/02/2022,18:20:00,18:35:00,Cloudy,Medium,Snack,1,No,Metropolitian,39
0x5556,24/03/2022,11:35:00,11:45:00,Stormy,High,Drinks,1,No,Metropolitian,25
0x85b7,23/03/2022,17:50:00,17:55:00,Stormy,Medium,Drinks,0,No,Metropolitian,27
0xaa47,06/04/2022,23:45:00,23:50:00,Windy,Low,Buffet,0,No,Metropolitian,17
0x4e9e,23/03/2022,22:40:00,22:45:00,Cloudy,Low,Drinks,1,No,Metropolitian,24
0x44cf,21/03/2022,19:55:00,20:10:00,Cloudy,Jam,Meal,1,No,Metropolitian,25
0xdfae,17/02/2022,21:50:00,21:55:00,Fog,Jam,Buffet,1,No,Metropolitian,21
0xade2,03/03/2022,21:15:00,21:25:00,Sandstorms,Jam,Drinks,1,No,Metropolitian,25
0x19f8,04/03/2022,20:00:00,20:15:00,Sunny,Jam,Buffet,1,No,Metropolitian,23
0x8fd0,13/03/2022,15:25:00,15:35:00,Windy,Medium,Buffet,1,No,Metropolitian,39
0x3b99,11/03/2022,19:15:00,19:30:00,Sunny,Jam,Buffet,0,No,Metropolitian,14
0xefc,24/03/2022,22:45:00,22:50:00,Fog,Low,Drinks,1,No,Urban,17
0xa5ae,08/03/2022,19:20:00,19:30:00,Sandstorms,Jam,Meal,1,No,Metropolitian,36
0x350f,01/04/2022,10:45:00,10:55:00,Fog,Low,Snack,0,No,Metropolitian,19
0x3d50,16/03/2022,17:55:00,18:10:00,Sandstorms,Medium,Meal,0,No,Metropolitian,22
0x47bd,01/04/2022,08:45:00,08:50:00,Sandstorms,Low,Drinks,0,No,Urban,24
0xbc2c,02/04/2022,17:55:00,18:10:00,Stormy,Medium,Snack,1,No,Metropolitian,35
0x4e47,11/03/2022,20:10:00,20:15:00,Sunny,Jam,Snack,1,No,Urban,18
0x8c9a,04/03/2022,18:20:00,18:35:00,Stormy,Medium,Drinks,0,No,Metropolitian,31
0x34bb,07/03/2022,15:50:00,16:00:00,Windy,Medium,Drinks,1,No,Metropolitian,31
0x9abd,13/03/2022,11:35:00,11:40:00,Stormy,High,Drinks,0,No,Metropolitian,20
0xcae2,14/02/2022,19:50:00,20:05:00,Fog,Jam,Buffet,2,No,Metropolitian,45
0x75a3,28/03/2022,21:35:00,21:45:00,Sandstorms,Jam,Meal,1,No,Metropolitian,31
0x65ae,02/04/2022,20:00:00,20:10:00,Stormy,Jam,Meal,1,No,Metropolitian,33
0x72cb,02/03/2022,23:25:00,23:40:00,Sandstorms,Low,Drinks,1,No,Metropolitian,24
0x639a,12/03/2022,19:50:00,20:05:00,Stormy,Jam,Snack,1,No,Metropolitian,38
0xa545,06/03/2022,23:00:00,23:10:00,Cloudy,Low,Snack,1,No,Metropolitian,34
0x2745,26/03/2022,22:00:00,22:05:00,Windy,Jam,Meal,1,No,Metropolitian,24
0x5372,12/03/2022,20:35:00,20:50:00,Cloudy,Jam,Snack,2,No,Metropolitian,42
0x3787,20/03/2022,23:45:00,00:00:00,Fog,Low,Buffet,1,No,Metropolitian,29
0x6fdd,31/03/2022,22:15:00,22:25:00,Cloudy,Low,Meal,1,No,Metropolitian,22
0x79a8,12/03/2022,17:55:00,18:05:00,Windy,Medium,Snack,1,No,Metropolitian,35
0xa8cc,04/03/2022,19:45:00,19:55:00,Cloudy,Jam,Meal,0,No,Metropolitian,43
0x94d0,02/03/2022,17:25:00,17:30:00,Sunny,Medium,Buffet,1,No,Metropolitian,18
0x52ff,31/03/2022,18:30:00,18:45:00,Sunny,Medium,Buffet,1,No,Metropolitian,35
0x33ef,11/03/2022,19:50:00,20:05:00,Sandstorms,Jam,Snack,1,Yes,Metropolitian,44
0x6006,17/03/2022,20:50:00,20:55:00,Stormy,Jam,Buffet,1,No,Metropolitian,25
0x82dd,04/04/2022,21:55:00,22:00:00,Windy,Jam,Drinks,1,No,Metropolitian,34
0x6d29,10/03/2022,21:10:00,21:25:00,Sunny,Jam,Snack,1,No,Urban,24
0x2a3b,31/03/2022,23:35:00,23:50:00,Sunny,Low,Snack,1,No,Metropolitian,27
0x5e3c,25/03/2022,17:50:00,17:55:00,Stormy,Medium,Buffet,1,No,Metropolitian,29
0x8eb0,01/03/2022,18:30:00,18:40:00,Stormy,Medium,Snack,1,No,Metropolitian,31
0x8751,30/03/2022,09:25:00,09:30:00,Cloudy,Low,Meal,1,No,Urban,15
0x34da,26/03/2022,13:40:00,13:45:00,Cloudy,High,Meal,0,No,Metropolitian,34
0xdfb1,12/02/2022,23:20:00,23:35:00,Cloudy,Low,Drinks,0,No,Metropolitian,31
0x9752,26/03/2022,15:35:00,15:40:00,Fog,Medium,Buffet,1,No,Metropolitian,18
0x4eb8,26/03/2022,23:35:00,23:45:00,Sunny,Low,Buffet,1,No,Urban,22
0xad7e,18/03/2022,20:30:00,20:40:00,Fog,Jam,Buffet,2,No,Metropolitian,43
0x574d,29/03/2022,19:40:00,19:50:00,Sunny,Jam,Snack,0,No,Metropolitian,15
0x4e02,15/03/2022,16:55:00,17:00:00,Cloudy,Medium,Snack,0,No,Metropolitian,15
0xc917,16/02/2022,23:25:00,23:40:00,Sunny,Low,Snack,1,No,Metropolitian,28
0xe18e,18/02/2022,20:00:00,20:10:00,Fog,Jam,Snack,2,No,Metropolitian,41
0x1814,10/03/2022,18:10:00,18:15:00,Sunny,Medium,Drinks,0,No,Urban,11
0xc95,27/03/2022,23:15:00,23:30:00,Sunny,Low,Drinks,1,No,Metropolitian,43
0x779f,05/04/2022,11:20:00,11:35:00,Sandstorms,High,Meal,1,No,Urban,12
0x1d72,27/03/2022,20:50:00,21:00:00,Cloudy,Jam,Snack,1,No,Metropolitian,48
0xdc65,17/02/2022,17:25:00,17:35:00,Windy,Medium,Meal,1,No,Metropolitian,27
0x670f,02/03/2022,23:30:00,23:35:00,Sandstorms,Low,Snack,0,No,Urban,18
0xdb56,12/02/2022,20:55:00,21:10:00,Cloudy,Jam,Meal,1,No,Metropolitian,47
0xa292,06/03/2022,19:50:00,20:05:00,Stormy,Jam,Drinks,1,No,Urban,36
0x58f1,01/03/2022,21:45:00,22:00:00,Sandstorms,Jam,Drinks,1,No,Urban,15
0xd002,14/02/2022,17:55:00,18:05:00,Stormy,Medium,Meal,1,No,Metropolitian,21
0xb5ab,24/03/2022,11:50:00,11:55:00,Stormy,High,Drinks,1,No,Metropolitian,19
0x1b95,24/03/2022,19:50:00,20:00:00,Cloudy,Jam,Snack,1,No,Metropolitian,25
0x90c8,11/03/2022,17:50:00,18:00:00,Fog,Medium,Drinks,1,No,Metropolitian,19
0x25e8,01/04/2022,19:15:00,19:20:00,Sandstorms,Jam,Meal,1,No,Metropolitian,28
0x7a73,19/03/2022,15:55:00,16:10:00,Fog,Medium,Snack,1,No,Metropolitian,19
0xa4c2,29/03/2022,21:00:00,21:10:00,Cloudy,Jam,Meal,1,No,Metropolitian,48
0x4556,05/03/2022,16:40:00,16:55:00,Sandstorms,Medium,Meal,0,No,Metropolitian,16
0xd368,13/02/2022,18:40:00,18:50:00,Sandstorms,Medium,Snack,1,No,Metropolitian,31
0xc6a,30/03/2022,20:35:00,20:50:00,Windy,Jam,Meal,1,No,Metropolitian,26
0x53e4,25/03/2022,21:50:00,22:00:00,Sunny,Jam,Snack,1,No,Metropolitian,16
0x46a3,03/04/2022,21:15:00,21:25:00,Stormy,Jam,Buffet,1,No,Metropolitian,23
0xac0d,06/04/2022,20:15:00,20:25:00,Sandstorms,Jam,Meal,1,No,Urban,21
0x9308,01/03/2022,09:10:00,09:15:00,Sunny,Low,Snack,1,No,Metropolitian,13
0xdd83,16/02/2022,21:10:00,21:20:00,Cloudy,Jam,Buffet,1,Yes,Metropolitian,43
0x9281,04/04/2022,19:15:00,19:20:00,Windy,Jam,Buffet,2,No,Metropolitian,38
0x7e58,29/03/2022,19:35:00,19:40:00,Cloudy,Jam,Drinks,1,No,Metropolitian,32
0xd22d,18/02/2022,21:30:00,21:40:00,Windy,Jam,Drinks,1,No,Metropolitian,17
0x5998,13/03/2022,10:15:00,10:25:00,Windy,Low,Meal,0,No,Metropolitian,26
0x4a30,08/03/2022,20:20:00,20:30:00,Windy,Jam,Snack,1,No,Urban,29
0x4df0,17/03/2022,08:50:00,09:00:00,Cloudy,Low,Buffet,1,No,Metropolitian,20
0xd7e9,11/02/2022,08:40:00,08:50:00,Fog,Low,Drinks,0,No,Metropolitian,23
0x485e,03/04/2022,19:00:00,19:15:00,Cloudy,Medium,Buffet,1,No,Metropolitian,30
0x8ee3,23/03/2022,17:30:00,17:40:00,Stormy,Medium,Buffet,1,No,Metropolitian,34
0x7cc1,27/03/2022,20:10:00,20:15:00,Windy,Jam,Drinks,1,No,Metropolitian,28
0x705a,05/04/2022,22:20:00,22:35:00,Fog,Low,Snack,0,No,Metropolitian,13
0x325b,19/03/2022,14:30:00,14:35:00,Stormy,High,Meal,0,No,Urban,28
0xc8ad,11/02/2022,20:50:00,21:00:00,Stormy,Jam,Buffet,0,No,Urban,21
0xc6c2,17/02/2022,22:55:00,23:00:00,Stormy,Low,Snack,0,No,Metropolitian,26
0x3568,11/03/2022,21:45:00,21:55:00,Stormy,Jam,Buffet,0,No,Metropolitian,30
0xde91,15/02/2022,13:55:00,14:10:00,Cloudy,High,Meal,1,No,Metropolitian,20
0xb06a,11/03/2022,21:30:00,21:45:00,Sandstorms,Jam,Drinks,2,No,Metropolitian,37
0x4fc1,01/04/2022,20:55:00,21:00:00,Sandstorms,Jam,Snack,0,No,Metropolitian,33
0xd47c,17/02/2022,23:50:00,00:00:00,Sandstorms,Low,Snack,0,No,Metropolitian,23
0x9ad5,27/03/2022,23:50:00,00:05:00,Cloudy,Low,Meal,0,No,Metropolitian,37
0x3de3,19/03/2022,10:10:00,10:20:00,Fog,Low,Buffet,0,No,Urban,25
0x19bd,28/03/2022,21:45:00,21:50:00,Stormy,Jam,Meal,1,No,Metropolitian,29
0xd081,15/02/2022,21:45:00,21:55:00,Windy,Jam,Buffet,1,No,Metropolitian,27
0xd83f,17/02/2022,12:55:00,13:00:00,Stormy,High,Meal,1,No,Urban,21
0x1e4b,19/03/2022,23:15:00,23:25:00,Cloudy,Low,Snack,0,No,Metropolitian,17
0x1dd0,04/03/2022,18:20:00,18:25:00,Fog,Medium,Meal,0,No,Metropolitian,44
0x2e9d,23/03/2022,20:40:00,20:45:00,Stormy,Jam,Snack,1,No,Metropolitian,28
0x3612,03/03/2022,15:35:00,15:40:00,Sunny,Medium,Snack,1,No,Urban,15
0x5c65,06/04/2022,19:40:00,19:50:00,Fog,Jam,Snack,1,No,Metropolitian,43
0x9bfa,14/03/2022,19:45:00,19:50:00,Stormy,Jam,Snack,0,No,Metropolitian,35
0x622b,03/04/2022,08:35:00,08:45:00,Sunny,Low,Drinks,0,No,Metropolitian,11
0x43ae,23/03/2022,23:20:00,23:25:00,Cloudy,Low,Meal,1,No,Metropolitian,22
0xc80d,13/02/2022,19:45:00,20:00:00,Cloudy,Jam,Snack,0,No,Metropolitian,26
0x2f73,14/03/2022,21:20:00,21:25:00,Sunny,Jam,Drinks,1,No,Metropolitian,24
0x6969,19/03/2022,08:15:00,08:30:00,Fog,Low,Drinks,1,No,Metropolitian,17
0xe0ad,15/02/2022,20:25:00,20:30:00,Fog,Jam,Buffet,1,No,Urban,30
0x678c,18/03/2022,17:45:00,17:55:00,Fog,Medium,Drinks,1,No,Metropolitian,31
0x1faa,21/03/2022,14:20:00,14:35:00,Windy,High,Snack,1,No,Metropolitian,35
0x27bd,26/03/2022,18:35:00,18:45:00,Sandstorms,Medium,Snack,0,No,Metropolitian,27
0xb40,30/03/2022,12:00:00,12:15:00,Sandstorms,High,Buffet,1,No,Metropolitian,33
0xb6b1,01/03/2022,13:55:00,14:00:00,Sunny,High,Snack,0,No,Urban,21
0x985a,19/03/2022,17:35:00,17:50:00,Sunny,Medium,Drinks,1,No,Metropolitian,20
0xa92f,21/03/2022,13:55:00,14:05:00,Windy,High,Drinks,2,No,Urban,41
0x64ce,11/03/2022,20:45:00,20:50:00,Sunny,Jam,Drinks,1,No,Metropolitian,19
0x917b,24/03/2022,22:20:00,22:30:00,Sunny,Low,Buffet,1,No,Metropolitian,23
0x81b7,21/03/2022,17:15:00,17:30:00,Fog,Medium,Buffet,0,No,Metropolitian,11
0x741f,13/03/2022,17:55:00,18:10:00,Stormy,Medium,Snack,0,No,Urban,12
0x1005,05/03/2022,19:50:00,20:05:00,Sunny,Jam,Drinks,3,No,Urban,45
0xadde,24/03/2022,18:25:00,18:35:00,Windy,Medium,Snack,1,No,Metropolitian,24
0xbc4e,05/04/2022,23:35:00,23:50:00,Stormy,Low,Drinks,1,No,Urban,26
0x8922,20/03/2022,21:20:00,21:30:00,Sandstorms,Jam,Drinks,1,No,Urban,36
0x5975,14/03/2022,22:10:00,22:15:00,Sunny,Low,Drinks,1,No,Metropolitian,28
0x4eb2,03/03/2022,10:15:00,10:30:00,Stormy,Low,Drinks,1,No,Metropolitian,15
0x87fc,15/03/2022,11:30:00,11:45:00,Sunny,High,Snack,0,No,Urban,10
0x57d1,13/03/2022,19:15:00,19:30:00,Cloudy,Jam,Snack,1,No,Urban,29
0xc0e0,12/02/2022,23:10:00,23:20:00,Sunny,Low,Buffet,0,No,Metropolitian,19
0x1df6,04/04/2022,20:45:00,20:50:00,Windy,Jam,Meal,1,Yes,Metropolitian,51
0xa93b,27/03/2022,23:45:00,23:55:00,Sunny,Low,Snack,1,No,Metropolitian,27
0xdfe6,17/02/2022,11:55:00,12:00:00,Stormy,High,Snack,1,No,Metropolitian,21
0x6c79,05/03/2022,10:15:00,10:30:00,Windy,Low,Drinks,1,No,Metropolitian,29
0x83fb,27/03/2022,22:55:00,23:00:00,Sunny,Low,Snack,1,No,Metropolitian,26
0x563b,10/03/2022,17:30:00,17:40:00,Windy,Medium,Drinks,1,No,Urban,23
0xde82,12/02/2022,20:20:00,20:30:00,Cloudy,Jam,Drinks,1,No,Metropolitian,42
0xbedf,02/03/2022,19:50:00,19:55:00,Sunny,Jam,Drinks,0,No,Metropolitian,29
0xc669,18/02/2022,20:00:00,20:15:00,Sandstorms,Jam,Buffet,1,No,Metropolitian,28
0x9f5d,23/03/2022,21:10:00,21:20:00,Sunny,Jam,Meal,1,No,Metropolitian,20
0x63b3,05/04/2022,19:10:00,19:20:00,Sandstorms,Jam,Drinks,1,No,Metropolitian,27
0x7c29,20/03/2022,20:40:00,20:45:00,Windy,Jam,Buffet,1,No,Urban,50
0x490b,24/03/2022,15:30:00,15:45:00,Sandstorms,Medium,Meal,1,No,Urban,26
0x9e08,02/03/2022,20:45:00,21:00:00,Fog,Jam,Drinks,2,Yes,Metropolitian,42
0x7f4e,14/03/2022,23:55:00,00:05:00,Stormy,Low,Buffet,0,No,Metropolitian,23
0xcdcc,11/02/2022,21:25:00,21:35:00,Sandstorms,Jam,Snack,1,No,Urban,16
0x7d33,17/03/2022,10:35:00,10:50:00,Stormy,Low,Buffet,0,No,Urban,22
0x3caf,14/03/2022,20:50:00,20:55:00,Cloudy,Jam,Buffet,2,No,Metropolitian,37
0xdf85,16/02/2022,17:35:00,17:50:00,Stormy,Medium,Drinks,1,No,Metropolitian,31
0x3067,18/03/2022,23:00:00,23:10:00,Sandstorms,Low,Meal,1,No,Metropolitian,24
0x2302,01/04/2022,19:00:00,19:10:00,Stormy,Medium,Drinks,1,No,Metropolitian,22
0x8311,02/03/2022,23:55:00,00:00:00,Sunny,Low,Drinks,1,No,Metropolitian,31
0xd5d0,14/02/2022,21:45:00,22:00:00,Sandstorms,Jam,Drinks,1,No,Metropolitian,16
0xa91,01/04/2022,19:20:00,19:25:00,Sunny,Jam,Meal,0,No,Urban,18
0x28c2,19/03/2022,18:35:00,18:40:00,Fog,Medium,Buffet,1,No,Urban,29
0x8d1c,30/03/2022,21:15:00,21:25:00,Windy,Jam,Buffet,0,No,Metropolitian,26
0xdf36,18/02/2022,17:25:00,17:40:00,Sunny,Medium,Meal,1,No,Metropolitian,17
0xd441,11/02/2022,18:15:00,18:25:00,Stormy,Medium,Drinks,1,No,Urban,32
0x7ff5,20/03/2022,22:35:00,22:50:00,Cloudy,Low,Snack,0,No,Metropolitian,26
0xd724,11/02/2022,20:15:00,20:25:00,Fog,Jam,Buffet,0,No,Metropolitian,26
0x49a6,17/03/2022,15:15:00,15:30:00,Sandstorms,Medium,Buffet,0,No,Metropolitian,26
0xa7ae,05/04/2022,22:55:00,23:00:00,Sunny,Low,Snack,0,No,Urban,16
0x2082,02/03/2022,22:00:00,22:10:00,Fog,Jam,Buffet,1,No,Urban,41
0x1f3f,23/03/2022,18:15:00,18:30:00,Sunny,Medium,Drinks,0,No,Metropolitian,19
0x81bd,12/03/2022,23:00:00,23:10:00,Stormy,Low,Drinks,1,No,Metropolitian,18
0xb1bb,27/03/2022,17:10:00,17:20:00,Stormy,Medium,Buffet,0,No,Metropolitian,22
0x934d,08/03/2022,19:55:00,20:10:00,Fog,Jam,Meal,0,No,Metropolitian,38
0x27e4,05/03/2022,18:50:00,19:05:00,Windy,Medium,Meal,1,No,Metropolitian,35
0x4135,11/03/2022,16:55:00,17:00:00,Sandstorms,Medium,Snack,1,No,Metropolitian,27
0x4a52,01/03/2022,08:40:00,08:55:00,Sandstorms,Low,Meal,1,No,Metropolitian,21
0xa5fa,18/03/2022,21:10:00,21:15:00,Stormy,Jam,Meal,0,No,Metropolitian,25
0x3b17,17/03/2022,20:50:00,21:05:00,Fog,Jam,Buffet,1,No,Metropolitian,31
0xd58d,18/02/2022,22:20:00,22:25:00,Windy,Low,Meal,0,No,Metropolitian,19
0xa01e,16/03/2022,20:00:00,20:15:00,Sandstorms,Jam,Snack,1,No,Metropolitian,21
